# utt_id	n_segments	relpath  (relative to SPANMARK_CORPUS_ROOT)
CON_T_0006656	355	train/con_wav/CON_T_0006656.wav
CON_T_0018152	182	train/con_wav/CON_T_0018152.wav
CON_T_0010498	138	train/con_wav/CON_T_0010498.wav
LA_T_8791339	158	train/con_wav/LA_T_8791339.wav
CON_T_0004051	119	train/con_wav/CON_T_0004051.wav
LA_T_7086580	182	train/con_wav/LA_T_7086580.wav
CON_T_0024784	192	train/con_wav/CON_T_0024784.wav
CON_T_0003560	188	train/con_wav/CON_T_0003560.wav
CON_T_0005954	124	train/con_wav/CON_T_0005954.wav
CON_T_0003752	142	train/con_wav/CON_T_0003752.wav
CON_T_0022585	156	train/con_wav/CON_T_0022585.wav
CON_T_0012403	35	train/con_wav/CON_T_0012403.wav
CON_T_0006311	200	train/con_wav/CON_T_0006311.wav
CON_T_0009022	163	train/con_wav/CON_T_0009022.wav
LA_T_5049541	126	train/con_wav/LA_T_5049541.wav
CON_T_0013758	175	train/con_wav/CON_T_0013758.wav
CON_T_0017423	200	train/con_wav/CON_T_0017423.wav
CON_T_0012343	186	train/con_wav/CON_T_0012343.wav
CON_T_0003040	68	train/con_wav/CON_T_0003040.wav
CON_T_0003138	186	train/con_wav/CON_T_0003138.wav
CON_T_0011317	177	train/con_wav/CON_T_0011317.wav
CON_T_0021494	145	train/con_wav/CON_T_0021494.wav
CON_T_0000891	96	train/con_wav/CON_T_0000891.wav
CON_T_0021509	337	train/con_wav/CON_T_0021509.wav
CON_T_0004854	414	train/con_wav/CON_T_0004854.wav
CON_T_0007152	93	train/con_wav/CON_T_0007152.wav
CON_T_0007802	180	train/con_wav/CON_T_0007802.wav
CON_T_0002352	212	train/con_wav/CON_T_0002352.wav
CON_T_0010183	150	train/con_wav/CON_T_0010183.wav
CON_T_0012375	139	train/con_wav/CON_T_0012375.wav
CON_T_0021826	309	train/con_wav/CON_T_0021826.wav
CON_T_0019409	93	train/con_wav/CON_T_0019409.wav
CON_T_0025098	134	train/con_wav/CON_T_0025098.wav
CON_T_0018561	240	train/con_wav/CON_T_0018561.wav
CON_T_0000543	144	train/con_wav/CON_T_0000543.wav
LA_T_5337549	126	train/con_wav/LA_T_5337549.wav
CON_T_0025334	188	train/con_wav/CON_T_0025334.wav
CON_T_0001913	134	train/con_wav/CON_T_0001913.wav
CON_T_0018599	495	train/con_wav/CON_T_0018599.wav
CON_T_0005209	145	train/con_wav/CON_T_0005209.wav
CON_T_0007273	95	train/con_wav/CON_T_0007273.wav
CON_T_0009699	77	train/con_wav/CON_T_0009699.wav
LA_T_2092466	135	train/con_wav/LA_T_2092466.wav
CON_T_0019387	165	train/con_wav/CON_T_0019387.wav
CON_T_0019368	96	train/con_wav/CON_T_0019368.wav
CON_T_0013958	131	train/con_wav/CON_T_0013958.wav
CON_T_0008098	261	train/con_wav/CON_T_0008098.wav
CON_T_0010393	156	train/con_wav/CON_T_0010393.wav
CON_T_0001533	158	train/con_wav/CON_T_0001533.wav
CON_T_0007080	91	train/con_wav/CON_T_0007080.wav
LA_T_1007663	184	train/con_wav/LA_T_1007663.wav
CON_T_0010031	169	train/con_wav/CON_T_0010031.wav
CON_T_0001416	137	train/con_wav/CON_T_0001416.wav
CON_T_0008398	115	train/con_wav/CON_T_0008398.wav
CON_T_0000878	97	train/con_wav/CON_T_0000878.wav
LA_T_9048990	175	train/con_wav/LA_T_9048990.wav
CON_T_0012288	197	train/con_wav/CON_T_0012288.wav
CON_T_0022096	181	train/con_wav/CON_T_0022096.wav
CON_T_0001320	116	train/con_wav/CON_T_0001320.wav
CON_T_0000782	119	train/con_wav/CON_T_0000782.wav
CON_T_0003490	154	train/con_wav/CON_T_0003490.wav
CON_T_0015102	136	train/con_wav/CON_T_0015102.wav
CON_T_0008279	92	train/con_wav/CON_T_0008279.wav
CON_T_0021901	129	train/con_wav/CON_T_0021901.wav
CON_T_0007792	94	train/con_wav/CON_T_0007792.wav
CON_T_0008659	131	train/con_wav/CON_T_0008659.wav
CON_T_0020796	197	train/con_wav/CON_T_0020796.wav
CON_T_0024637	198	train/con_wav/CON_T_0024637.wav
CON_T_0000306	84	train/con_wav/CON_T_0000306.wav
CON_T_0016131	227	train/con_wav/CON_T_0016131.wav
CON_T_0024761	230	train/con_wav/CON_T_0024761.wav
CON_T_0002140	115	train/con_wav/CON_T_0002140.wav
CON_T_0003298	165	train/con_wav/CON_T_0003298.wav
CON_T_0009854	137	train/con_wav/CON_T_0009854.wav
CON_T_0016985	168	train/con_wav/CON_T_0016985.wav
LA_T_1669827	122	train/con_wav/LA_T_1669827.wav
CON_T_0019136	228	train/con_wav/CON_T_0019136.wav
CON_T_0021979	123	train/con_wav/CON_T_0021979.wav
CON_T_0024429	203	train/con_wav/CON_T_0024429.wav
CON_T_0008722	123	train/con_wav/CON_T_0008722.wav
CON_T_0023327	98	train/con_wav/CON_T_0023327.wav
CON_T_0002707	168	train/con_wav/CON_T_0002707.wav
CON_T_0010922	107	train/con_wav/CON_T_0010922.wav
CON_T_0002607	118	train/con_wav/CON_T_0002607.wav
CON_T_0018929	203	train/con_wav/CON_T_0018929.wav
CON_T_0001705	124	train/con_wav/CON_T_0001705.wav
CON_T_0002672	243	train/con_wav/CON_T_0002672.wav
CON_T_0018979	118	train/con_wav/CON_T_0018979.wav
CON_T_0004425	181	train/con_wav/CON_T_0004425.wav
CON_T_0010444	175	train/con_wav/CON_T_0010444.wav
CON_T_0009651	125	train/con_wav/CON_T_0009651.wav
CON_T_0012451	145	train/con_wav/CON_T_0012451.wav
CON_T_0002429	178	train/con_wav/CON_T_0002429.wav
CON_T_0020583	129	train/con_wav/CON_T_0020583.wav
CON_T_0004059	146	train/con_wav/CON_T_0004059.wav
CON_T_0002652	176	train/con_wav/CON_T_0002652.wav
CON_T_0017166	187	train/con_wav/CON_T_0017166.wav
CON_T_0010052	145	train/con_wav/CON_T_0010052.wav
LA_T_1255705	135	train/con_wav/LA_T_1255705.wav
CON_T_0009761	202	train/con_wav/CON_T_0009761.wav
CON_T_0009599	282	train/con_wav/CON_T_0009599.wav
CON_T_0022211	227	train/con_wav/CON_T_0022211.wav
CON_T_0015377	281	train/con_wav/CON_T_0015377.wav
CON_T_0011663	127	train/con_wav/CON_T_0011663.wav
CON_T_0023663	125	train/con_wav/CON_T_0023663.wav
CON_T_0005267	82	train/con_wav/CON_T_0005267.wav
CON_T_0017358	199	train/con_wav/CON_T_0017358.wav
CON_T_0023798	116	train/con_wav/CON_T_0023798.wav
CON_T_0021816	113	train/con_wav/CON_T_0021816.wav
CON_T_0023205	106	train/con_wav/CON_T_0023205.wav
CON_T_0010043	179	train/con_wav/CON_T_0010043.wav
LA_T_8082542	122	train/con_wav/LA_T_8082542.wav
CON_T_0024713	48	train/con_wav/CON_T_0024713.wav
LA_T_6462285	141	train/con_wav/LA_T_6462285.wav
CON_T_0015716	130	train/con_wav/CON_T_0015716.wav
CON_T_0016345	201	train/con_wav/CON_T_0016345.wav
CON_T_0002964	315	train/con_wav/CON_T_0002964.wav
LA_T_5193056	265	train/con_wav/LA_T_5193056.wav
CON_T_0020140	223	train/con_wav/CON_T_0020140.wav
CON_T_0012433	112	train/con_wav/CON_T_0012433.wav
CON_T_0022427	181	train/con_wav/CON_T_0022427.wav
CON_T_0004360	191	train/con_wav/CON_T_0004360.wav
CON_T_0005782	183	train/con_wav/CON_T_0005782.wav
CON_T_0000367	95	train/con_wav/CON_T_0000367.wav
CON_T_0014141	168	train/con_wav/CON_T_0014141.wav
CON_T_0012122	231	train/con_wav/CON_T_0012122.wav
CON_T_0016542	164	train/con_wav/CON_T_0016542.wav
CON_T_0003302	161	train/con_wav/CON_T_0003302.wav
CON_T_0018018	278	train/con_wav/CON_T_0018018.wav
CON_T_0013047	66	train/con_wav/CON_T_0013047.wav
CON_T_0016539	138	train/con_wav/CON_T_0016539.wav
CON_T_0009169	228	train/con_wav/CON_T_0009169.wav
CON_T_0016903	138	train/con_wav/CON_T_0016903.wav
CON_T_0024669	216	train/con_wav/CON_T_0024669.wav
CON_T_0017316	90	train/con_wav/CON_T_0017316.wav
CON_T_0003987	83	train/con_wav/CON_T_0003987.wav
CON_T_0015509	227	train/con_wav/CON_T_0015509.wav
CON_T_0022338	190	train/con_wav/CON_T_0022338.wav
CON_T_0014267	121	train/con_wav/CON_T_0014267.wav
CON_T_0021713	138	train/con_wav/CON_T_0021713.wav
CON_T_0002084	165	train/con_wav/CON_T_0002084.wav
LA_T_7024695	175	train/con_wav/LA_T_7024695.wav
CON_T_0005752	144	train/con_wav/CON_T_0005752.wav
CON_T_0014448	143	train/con_wav/CON_T_0014448.wav
CON_T_0011364	103	train/con_wav/CON_T_0011364.wav
LA_T_9741234	166	train/con_wav/LA_T_9741234.wav
CON_T_0013057	164	train/con_wav/CON_T_0013057.wav
CON_T_0018933	144	train/con_wav/CON_T_0018933.wav
CON_T_0021403	185	train/con_wav/CON_T_0021403.wav
CON_T_0024156	469	train/con_wav/CON_T_0024156.wav
LA_T_6647814	152	train/con_wav/LA_T_6647814.wav
CON_T_0009034	122	train/con_wav/CON_T_0009034.wav
CON_T_0012972	193	train/con_wav/CON_T_0012972.wav
CON_T_0016429	91	train/con_wav/CON_T_0016429.wav
CON_T_0021998	118	train/con_wav/CON_T_0021998.wav
CON_T_0007484	71	train/con_wav/CON_T_0007484.wav
CON_T_0017294	227	train/con_wav/CON_T_0017294.wav
CON_T_0002834	81	train/con_wav/CON_T_0002834.wav
CON_T_0001800	200	train/con_wav/CON_T_0001800.wav
CON_T_0009515	97	train/con_wav/CON_T_0009515.wav
CON_T_0005216	256	train/con_wav/CON_T_0005216.wav
CON_T_0021420	116	train/con_wav/CON_T_0021420.wav
CON_T_0020264	147	train/con_wav/CON_T_0020264.wav
CON_T_0019156	101	train/con_wav/CON_T_0019156.wav
CON_T_0020355	75	train/con_wav/CON_T_0020355.wav
CON_T_0001231	161	train/con_wav/CON_T_0001231.wav
CON_T_0001174	213	train/con_wav/CON_T_0001174.wav
CON_T_0010104	179	train/con_wav/CON_T_0010104.wav
CON_T_0023717	397	train/con_wav/CON_T_0023717.wav
CON_T_0009013	224	train/con_wav/CON_T_0009013.wav
CON_T_0000506	225	train/con_wav/CON_T_0000506.wav
CON_T_0016097	255	train/con_wav/CON_T_0016097.wav
CON_T_0023074	189	train/con_wav/CON_T_0023074.wav
CON_T_0020988	101	train/con_wav/CON_T_0020988.wav
CON_T_0015530	279	train/con_wav/CON_T_0015530.wav
CON_T_0018738	230	train/con_wav/CON_T_0018738.wav
CON_T_0008228	120	train/con_wav/CON_T_0008228.wav
CON_T_0024952	139	train/con_wav/CON_T_0024952.wav
CON_T_0001447	100	train/con_wav/CON_T_0001447.wav
CON_T_0009451	215	train/con_wav/CON_T_0009451.wav
CON_T_0009342	111	train/con_wav/CON_T_0009342.wav
CON_T_0022969	270	train/con_wav/CON_T_0022969.wav
CON_T_0020520	136	train/con_wav/CON_T_0020520.wav
CON_T_0001018	121	train/con_wav/CON_T_0001018.wav
LA_T_1457379	133	train/con_wav/LA_T_1457379.wav
LA_T_4698044	169	train/con_wav/LA_T_4698044.wav
CON_T_0006109	221	train/con_wav/CON_T_0006109.wav
CON_T_0005754	380	train/con_wav/CON_T_0005754.wav
CON_T_0011646	103	train/con_wav/CON_T_0011646.wav
CON_T_0022169	122	train/con_wav/CON_T_0022169.wav
CON_T_0001307	132	train/con_wav/CON_T_0001307.wav
CON_T_0006644	107	train/con_wav/CON_T_0006644.wav
CON_T_0017140	116	train/con_wav/CON_T_0017140.wav
LA_T_6710807	391	train/con_wav/LA_T_6710807.wav
CON_T_0018620	227	train/con_wav/CON_T_0018620.wav
CON_T_0002357	167	train/con_wav/CON_T_0002357.wav
CON_T_0003532	147	train/con_wav/CON_T_0003532.wav
CON_T_0011304	81	train/con_wav/CON_T_0011304.wav
LA_T_9905136	152	train/con_wav/LA_T_9905136.wav
CON_T_0003669	212	train/con_wav/CON_T_0003669.wav
CON_T_0000740	102	train/con_wav/CON_T_0000740.wav
CON_T_0008249	156	train/con_wav/CON_T_0008249.wav
LA_T_2175978	252	train/con_wav/LA_T_2175978.wav
CON_T_0017366	194	train/con_wav/CON_T_0017366.wav
CON_T_0002233	181	train/con_wav/CON_T_0002233.wav
CON_T_0003422	82	train/con_wav/CON_T_0003422.wav
CON_T_0000618	133	train/con_wav/CON_T_0000618.wav
CON_T_0011203	198	train/con_wav/CON_T_0011203.wav
CON_T_0016886	90	train/con_wav/CON_T_0016886.wav
CON_T_0000119	177	train/con_wav/CON_T_0000119.wav
CON_T_0012424	237	train/con_wav/CON_T_0012424.wav
CON_T_0009777	189	train/con_wav/CON_T_0009777.wav
CON_T_0017042	148	train/con_wav/CON_T_0017042.wav
CON_T_0001162	133	train/con_wav/CON_T_0001162.wav
CON_T_0003833	141	train/con_wav/CON_T_0003833.wav
CON_T_0006452	153	train/con_wav/CON_T_0006452.wav
CON_T_0024714	178	train/con_wav/CON_T_0024714.wav
CON_T_0023692	358	train/con_wav/CON_T_0023692.wav
CON_T_0022133	77	train/con_wav/CON_T_0022133.wav
CON_T_0000191	221	train/con_wav/CON_T_0000191.wav
CON_T_0016882	209	train/con_wav/CON_T_0016882.wav
LA_T_9793995	182	train/con_wav/LA_T_9793995.wav
CON_T_0000895	126	train/con_wav/CON_T_0000895.wav
CON_T_0005824	189	train/con_wav/CON_T_0005824.wav
CON_T_0024234	93	train/con_wav/CON_T_0024234.wav
CON_T_0011616	123	train/con_wav/CON_T_0011616.wav
CON_T_0009236	226	train/con_wav/CON_T_0009236.wav
CON_T_0024673	183	train/con_wav/CON_T_0024673.wav
CON_T_0021514	161	train/con_wav/CON_T_0021514.wav
CON_T_0025182	262	train/con_wav/CON_T_0025182.wav
CON_T_0010687	103	train/con_wav/CON_T_0010687.wav
CON_T_0023036	146	train/con_wav/CON_T_0023036.wav
CON_T_0014553	118	train/con_wav/CON_T_0014553.wav
CON_T_0013863	185	train/con_wav/CON_T_0013863.wav
CON_T_0015283	257	train/con_wav/CON_T_0015283.wav
CON_T_0002377	105	train/con_wav/CON_T_0002377.wav
CON_T_0019075	239	train/con_wav/CON_T_0019075.wav
LA_T_2129069	86	train/con_wav/LA_T_2129069.wav
CON_T_0024711	271	train/con_wav/CON_T_0024711.wav
CON_T_0001287	187	train/con_wav/CON_T_0001287.wav
LA_T_8275432	201	train/con_wav/LA_T_8275432.wav
CON_T_0003046	250	train/con_wav/CON_T_0003046.wav
CON_T_0014946	102	train/con_wav/CON_T_0014946.wav
CON_T_0008625	233	train/con_wav/CON_T_0008625.wav
CON_T_0001124	210	train/con_wav/CON_T_0001124.wav
CON_T_0022694	304	train/con_wav/CON_T_0022694.wav
CON_T_0006599	268	train/con_wav/CON_T_0006599.wav
LA_T_4428691	130	train/con_wav/LA_T_4428691.wav
CON_T_0016012	168	train/con_wav/CON_T_0016012.wav
CON_T_0008780	96	train/con_wav/CON_T_0008780.wav
CON_T_0023236	187	train/con_wav/CON_T_0023236.wav
CON_T_0016318	190	train/con_wav/CON_T_0016318.wav
CON_T_0005104	144	train/con_wav/CON_T_0005104.wav
CON_T_0021766	312	train/con_wav/CON_T_0021766.wav
CON_T_0019375	289	train/con_wav/CON_T_0019375.wav
LA_T_8585150	102	train/con_wav/LA_T_8585150.wav
CON_T_0016857	121	train/con_wav/CON_T_0016857.wav
CON_T_0015662	63	train/con_wav/CON_T_0015662.wav
CON_T_0019057	191	train/con_wav/CON_T_0019057.wav
CON_T_0011650	128	train/con_wav/CON_T_0011650.wav
CON_T_0009675	267	train/con_wav/CON_T_0009675.wav
CON_T_0024466	103	train/con_wav/CON_T_0024466.wav
CON_T_0018168	140	train/con_wav/CON_T_0018168.wav
CON_T_0012716	361	train/con_wav/CON_T_0012716.wav
LA_T_9162513	162	train/con_wav/LA_T_9162513.wav
CON_T_0013702	352	train/con_wav/CON_T_0013702.wav
CON_T_0015515	190	train/con_wav/CON_T_0015515.wav
CON_T_0023955	204	train/con_wav/CON_T_0023955.wav
CON_T_0002033	156	train/con_wav/CON_T_0002033.wav
CON_T_0001687	125	train/con_wav/CON_T_0001687.wav
CON_T_0010923	225	train/con_wav/CON_T_0010923.wav
LA_T_8936261	171	train/con_wav/LA_T_8936261.wav
CON_T_0013510	156	train/con_wav/CON_T_0013510.wav
CON_T_0004319	151	train/con_wav/CON_T_0004319.wav
CON_T_0000264	113	train/con_wav/CON_T_0000264.wav
CON_T_0006842	163	train/con_wav/CON_T_0006842.wav
CON_T_0019290	142	train/con_wav/CON_T_0019290.wav
LA_T_6654102	222	train/con_wav/LA_T_6654102.wav
CON_T_0009305	131	train/con_wav/CON_T_0009305.wav
CON_T_0019931	164	train/con_wav/CON_T_0019931.wav
CON_T_0011890	104	train/con_wav/CON_T_0011890.wav
LA_T_8363686	145	train/con_wav/LA_T_8363686.wav
CON_T_0009972	91	train/con_wav/CON_T_0009972.wav
CON_T_0023957	109	train/con_wav/CON_T_0023957.wav
CON_T_0001722	173	train/con_wav/CON_T_0001722.wav
CON_T_0018479	267	train/con_wav/CON_T_0018479.wav
LA_T_8541274	124	train/con_wav/LA_T_8541274.wav
CON_T_0008757	88	train/con_wav/CON_T_0008757.wav
CON_T_0014166	112	train/con_wav/CON_T_0014166.wav
CON_T_0011086	301	train/con_wav/CON_T_0011086.wav
CON_T_0013293	126	train/con_wav/CON_T_0013293.wav
CON_T_0008332	144	train/con_wav/CON_T_0008332.wav
CON_T_0004140	168	train/con_wav/CON_T_0004140.wav
CON_T_0021235	125	train/con_wav/CON_T_0021235.wav
LA_T_6618587	190	train/con_wav/LA_T_6618587.wav
CON_T_0014037	297	train/con_wav/CON_T_0014037.wav
CON_T_0001780	167	train/con_wav/CON_T_0001780.wav
CON_T_0006898	169	train/con_wav/CON_T_0006898.wav
CON_T_0018788	138	train/con_wav/CON_T_0018788.wav
CON_T_0017732	145	train/con_wav/CON_T_0017732.wav
CON_T_0022188	126	train/con_wav/CON_T_0022188.wav
CON_T_0012479	101	train/con_wav/CON_T_0012479.wav
CON_T_0018895	87	train/con_wav/CON_T_0018895.wav
CON_T_0015689	226	train/con_wav/CON_T_0015689.wav
CON_T_0007945	84	train/con_wav/CON_T_0007945.wav
CON_T_0015771	258	train/con_wav/CON_T_0015771.wav
CON_T_0024948	142	train/con_wav/CON_T_0024948.wav
CON_T_0010855	202	train/con_wav/CON_T_0010855.wav
CON_T_0002884	181	train/con_wav/CON_T_0002884.wav
CON_T_0018158	262	train/con_wav/CON_T_0018158.wav
CON_T_0008788	103	train/con_wav/CON_T_0008788.wav
CON_T_0018024	413	train/con_wav/CON_T_0018024.wav
CON_T_0010536	186	train/con_wav/CON_T_0010536.wav
CON_T_0014860	220	train/con_wav/CON_T_0014860.wav
CON_T_0002144	116	train/con_wav/CON_T_0002144.wav
CON_T_0001238	127	train/con_wav/CON_T_0001238.wav
CON_T_0024397	120	train/con_wav/CON_T_0024397.wav
CON_T_0014130	213	train/con_wav/CON_T_0014130.wav
CON_T_0005577	101	train/con_wav/CON_T_0005577.wav
LA_T_3396974	139	train/con_wav/LA_T_3396974.wav
CON_T_0018753	213	train/con_wav/CON_T_0018753.wav
CON_T_0011973	181	train/con_wav/CON_T_0011973.wav
CON_T_0005285	317	train/con_wav/CON_T_0005285.wav
CON_T_0021767	114	train/con_wav/CON_T_0021767.wav
CON_T_0010106	88	train/con_wav/CON_T_0010106.wav
CON_T_0017903	101	train/con_wav/CON_T_0017903.wav
LA_T_2616885	180	train/con_wav/LA_T_2616885.wav
CON_T_0000562	132	train/con_wav/CON_T_0000562.wav
CON_T_0021886	151	train/con_wav/CON_T_0021886.wav
CON_T_0022844	206	train/con_wav/CON_T_0022844.wav
CON_T_0007723	167	train/con_wav/CON_T_0007723.wav
CON_T_0017774	67	train/con_wav/CON_T_0017774.wav
CON_T_0014355	169	train/con_wav/CON_T_0014355.wav
CON_T_0018071	174	train/con_wav/CON_T_0018071.wav
CON_T_0021616	299	train/con_wav/CON_T_0021616.wav
CON_T_0008149	218	train/con_wav/CON_T_0008149.wav
CON_T_0020055	152	train/con_wav/CON_T_0020055.wav
CON_T_0005230	180	train/con_wav/CON_T_0005230.wav
CON_T_0010023	186	train/con_wav/CON_T_0010023.wav
LA_T_4925419	145	train/con_wav/LA_T_4925419.wav
LA_T_4097500	178	train/con_wav/LA_T_4097500.wav
LA_T_9162137	218	train/con_wav/LA_T_9162137.wav
CON_T_0006355	131	train/con_wav/CON_T_0006355.wav
CON_T_0008241	292	train/con_wav/CON_T_0008241.wav
CON_T_0002024	127	train/con_wav/CON_T_0002024.wav
CON_T_0023762	144	train/con_wav/CON_T_0023762.wav
CON_T_0008559	329	train/con_wav/CON_T_0008559.wav
CON_T_0017615	99	train/con_wav/CON_T_0017615.wav
CON_T_0005078	381	train/con_wav/CON_T_0005078.wav
CON_T_0002625	144	train/con_wav/CON_T_0002625.wav
LA_T_7027837	201	train/con_wav/LA_T_7027837.wav
CON_T_0001727	256	train/con_wav/CON_T_0001727.wav
LA_T_1310154	164	train/con_wav/LA_T_1310154.wav
CON_T_0013350	85	train/con_wav/CON_T_0013350.wav
CON_T_0000777	198	train/con_wav/CON_T_0000777.wav
CON_T_0008455	203	train/con_wav/CON_T_0008455.wav
CON_T_0008041	233	train/con_wav/CON_T_0008041.wav
CON_T_0024455	156	train/con_wav/CON_T_0024455.wav
CON_T_0015550	328	train/con_wav/CON_T_0015550.wav
CON_T_0021282	117	train/con_wav/CON_T_0021282.wav
CON_T_0009229	222	train/con_wav/CON_T_0009229.wav
CON_T_0005716	138	train/con_wav/CON_T_0005716.wav
CON_T_0011685	150	train/con_wav/CON_T_0011685.wav
CON_T_0024153	237	train/con_wav/CON_T_0024153.wav
CON_T_0019185	217	train/con_wav/CON_T_0019185.wav
CON_T_0006721	103	train/con_wav/CON_T_0006721.wav
CON_T_0012644	205	train/con_wav/CON_T_0012644.wav
CON_T_0024170	125	train/con_wav/CON_T_0024170.wav
CON_T_0007134	360	train/con_wav/CON_T_0007134.wav
CON_T_0010407	116	train/con_wav/CON_T_0010407.wav
LA_T_7197738	107	train/con_wav/LA_T_7197738.wav
CON_T_0017069	185	train/con_wav/CON_T_0017069.wav
CON_T_0000731	93	train/con_wav/CON_T_0000731.wav
CON_T_0014685	123	train/con_wav/CON_T_0014685.wav
CON_T_0005076	67	train/con_wav/CON_T_0005076.wav
CON_T_0024228	97	train/con_wav/CON_T_0024228.wav
CON_T_0011820	216	train/con_wav/CON_T_0011820.wav
CON_T_0022220	126	train/con_wav/CON_T_0022220.wav
CON_T_0010601	113	train/con_wav/CON_T_0010601.wav
CON_T_0000027	90	train/con_wav/CON_T_0000027.wav
CON_T_0000453	123	train/con_wav/CON_T_0000453.wav
CON_T_0002526	78	train/con_wav/CON_T_0002526.wav
CON_T_0011544	132	train/con_wav/CON_T_0011544.wav
CON_T_0024801	123	train/con_wav/CON_T_0024801.wav
CON_T_0018914	385	train/con_wav/CON_T_0018914.wav
CON_T_0022064	224	train/con_wav/CON_T_0022064.wav
LA_T_9206457	333	train/con_wav/LA_T_9206457.wav
CON_T_0007782	119	train/con_wav/CON_T_0007782.wav
CON_T_0022692	194	train/con_wav/CON_T_0022692.wav
CON_T_0005830	153	train/con_wav/CON_T_0005830.wav
LA_T_8475651	117	train/con_wav/LA_T_8475651.wav
CON_T_0002912	102	train/con_wav/CON_T_0002912.wav
LA_T_6081492	150	train/con_wav/LA_T_6081492.wav
CON_T_0006919	144	train/con_wav/CON_T_0006919.wav
CON_T_0019678	106	train/con_wav/CON_T_0019678.wav
CON_T_0022183	185	train/con_wav/CON_T_0022183.wav
CON_T_0024834	178	train/con_wav/CON_T_0024834.wav
CON_T_0013490	157	train/con_wav/CON_T_0013490.wav
CON_T_0010777	166	train/con_wav/CON_T_0010777.wav
CON_T_0015519	377	train/con_wav/CON_T_0015519.wav
LA_T_6910683	169	train/con_wav/LA_T_6910683.wav
CON_T_0014423	265	train/con_wav/CON_T_0014423.wav
CON_T_0016088	80	train/con_wav/CON_T_0016088.wav
CON_T_0018614	139	train/con_wav/CON_T_0018614.wav
CON_T_0001846	151	train/con_wav/CON_T_0001846.wav
LA_T_7239632	132	train/con_wav/LA_T_7239632.wav
CON_T_0022611	111	train/con_wav/CON_T_0022611.wav
CON_T_0012643	388	train/con_wav/CON_T_0012643.wav
CON_T_0012307	172	train/con_wav/CON_T_0012307.wav
CON_T_0022614	273	train/con_wav/CON_T_0022614.wav
LA_T_6458679	160	train/con_wav/LA_T_6458679.wav
CON_T_0021975	224	train/con_wav/CON_T_0021975.wav
CON_T_0003522	224	train/con_wav/CON_T_0003522.wav
CON_T_0023008	106	train/con_wav/CON_T_0023008.wav
CON_T_0008213	88	train/con_wav/CON_T_0008213.wav
CON_T_0004442	68	train/con_wav/CON_T_0004442.wav
CON_T_0008340	228	train/con_wav/CON_T_0008340.wav
CON_T_0024877	102	train/con_wav/CON_T_0024877.wav
CON_T_0010697	244	train/con_wav/CON_T_0010697.wav
CON_T_0012313	299	train/con_wav/CON_T_0012313.wav
CON_T_0013733	279	train/con_wav/CON_T_0013733.wav
LA_T_5362691	203	train/con_wav/LA_T_5362691.wav
CON_T_0020442	193	train/con_wav/CON_T_0020442.wav
CON_T_0016081	190	train/con_wav/CON_T_0016081.wav
CON_T_0002196	136	train/con_wav/CON_T_0002196.wav
LA_T_6742582	134	train/con_wav/LA_T_6742582.wav
CON_T_0013225	232	train/con_wav/CON_T_0013225.wav
CON_T_0022902	279	train/con_wav/CON_T_0022902.wav
LA_T_1939177	184	train/con_wav/LA_T_1939177.wav
CON_T_0006434	266	train/con_wav/CON_T_0006434.wav
CON_T_0000214	70	train/con_wav/CON_T_0000214.wav
CON_T_0013839	210	train/con_wav/CON_T_0013839.wav
CON_T_0022915	204	train/con_wav/CON_T_0022915.wav
CON_T_0003267	62	train/con_wav/CON_T_0003267.wav
CON_T_0009465	230	train/con_wav/CON_T_0009465.wav
CON_T_0010433	337	train/con_wav/CON_T_0010433.wav
CON_T_0002043	101	train/con_wav/CON_T_0002043.wav
CON_T_0002161	152	train/con_wav/CON_T_0002161.wav
CON_T_0016259	175	train/con_wav/CON_T_0016259.wav
CON_T_0019840	59	train/con_wav/CON_T_0019840.wav
CON_T_0003503	195	train/con_wav/CON_T_0003503.wav
CON_T_0000946	184	train/con_wav/CON_T_0000946.wav
CON_T_0012252	292	train/con_wav/CON_T_0012252.wav
CON_T_0000294	213	train/con_wav/CON_T_0000294.wav
CON_T_0013814	148	train/con_wav/CON_T_0013814.wav
CON_T_0006989	160	train/con_wav/CON_T_0006989.wav
CON_T_0024795	96	train/con_wav/CON_T_0024795.wav
CON_T_0020671	265	train/con_wav/CON_T_0020671.wav
CON_T_0012714	300	train/con_wav/CON_T_0012714.wav
CON_T_0017152	119	train/con_wav/CON_T_0017152.wav
CON_T_0001233	104	train/con_wav/CON_T_0001233.wav
CON_T_0014368	96	train/con_wav/CON_T_0014368.wav
CON_T_0024299	131	train/con_wav/CON_T_0024299.wav
CON_T_0009434	155	train/con_wav/CON_T_0009434.wav
CON_T_0015165	127	train/con_wav/CON_T_0015165.wav
CON_T_0006128	118	train/con_wav/CON_T_0006128.wav
LA_T_8880498	180	train/con_wav/LA_T_8880498.wav
CON_T_0008866	146	train/con_wav/CON_T_0008866.wav
CON_T_0022054	219	train/con_wav/CON_T_0022054.wav
CON_T_0003580	190	train/con_wav/CON_T_0003580.wav
CON_T_0022377	305	train/con_wav/CON_T_0022377.wav
CON_T_0004560	136	train/con_wav/CON_T_0004560.wav
CON_T_0006652	199	train/con_wav/CON_T_0006652.wav
CON_T_0005651	166	train/con_wav/CON_T_0005651.wav
CON_T_0014400	169	train/con_wav/CON_T_0014400.wav
